Name,TotalApps,TotalAdmit,TotalEnroll,SATPercent,ACTPercent,SAT25,SAT75,ACT25,ACT75,AssocDegree,PercentAdmit,Tuition14,InStateTuition14,OutofStateTuition14,State,Region,Type,Location,UnderGradEnroll,FTUnderGradEnroll,PTUnderGradEnroll,BlackPercent,LatinPercent,WomenPercent,4yrGradRate,5yrGradRate,6yrGradRate,FinAidPercent,AnyFinAidPercent,FedGrantPercent,PellGrantPercent
Lasell College,3584,2729,485,92,14,440,540,18,23,0,76,30000,46000,46000,Massachusetts,New England,Private,Small City,1687,1649,38,7,9,64,47,52,53,98,98,31,30
Lawrence Technological University,1819,794,341,11,81,480,630,22,28,12,44,28948,43061,43061,Michigan,Great Lakes,Private,Small City,3033,1536,1497,6,2,24,16,39,49,86,86,31,31
Le Moyne College,5924,3667,622,93,45,480,570,21,26,0,62,30460,44900,44900,New York,Mid East,Private,Midsize City,2785,2401,384,6,6,59,63,73,74,100,100,53,34
Lebanon Valley College,3793,2536,415,85,17,490,600,22,27,1,67,35700,48630,48630,Pennsylvania,Mid East,Private,Small Suburb,1766,1648,118,2,5,53,68,73,73,100,99,25,25
Lee University,1689,1548,812,33,87,490,600,21,27,0,92,13750,26100,26100,Tennessee,Southeast,Private,Small City,4550,3830,720,5,4,57,35,49,53,94,89,37,37
Lehigh University,12589,3882,1198,72,28,580,670,28,32,0,31,43520,57145,57145,Pennsylvania,Mid East,Private,Small City,4931,4862,69,3,8,44,73,84,86,68,53,17,17
Lenoir-Rhyne University,4762,3241,310,63,42,430,530,18,23,0,68,29310,43360,43360,North Carolina,Southeast,Private,Small City,1491,1306,185,13,5,58,40,48,49,99,99,45,45
Lesley University,2605,1758,316,92,17,490,600,21,26,0,67,32375,49765,49765,Massachusetts,New England,Private,Midsize City,1948,1460,488,5,7,77,35,42,46,97,96,26,26
LeTourneau University,1810,736,335,72,66,500,640,22,30,44,41,25740,38775,38775,Texas,Southwest,Private,Small City,2305,1333,972,9,9,47,34,49,52,99,99,33,33
Lewis & Clark College,6458,4059,473,59,37,600,700,26,31,0,63,41928,55666,55666,Oregon,Far West,Private,Large City,2126,2086,40,2,8,59,67,74,75,90,85,21,21
Lewis University,5432,3035,694,3,96,440,550,21,26,13,56,26780,39335,39335,Illinois,Great Lakes,Private,Large Suburb,4613,3723,890,8,17,56,45,59,63,99,99,35,35
Lewis-Clark State College,861,859,475,63,45,400,510,18,22,186,100,5786,17426,27736,Idaho,Rocky Mountains,Public,Small City,4304,2443,1861,1,5,61,9,22,24,97,88,54,54
Liberty University,48054,10405,4690,55,28,460,570,19,26,808,22,20768,33544,33544,Virginia,Southeast,Private,Small City,47464,25911,21553,15,2,59,27,43,50,95,94,40,40
Limestone College,2424,1290,451,65,35,450,530,20,23,104,53,22080,36416,36416,South Carolina,Southeast,Private,Fringe Town,3241,2386,855,50,2,57,19,33,36,100,99,48,47
Lincoln Memorial University,975,682,191,20,80,480,500,19,27,189,70,19490,32620,32620,Tennessee,Southeast,Private,Remote Town,1713,1185,528,4,2,71,14,42,48,87,85,56,43
Lincoln University of Pennsylvania,3240,1987,448,93,17,380,470,15,20,0,61,9804,23239,28519,Pennsylvania,Mid East,Public,Large Suburb,1624,1488,136,83,2,59,23,37,40,99,90,65,65
Lindenwood University,3379,2240,1369,13,76,430,550,20,25,0,66,15150,31140,31140,Missouri,Plains,Private,Small City,8453,7502,951,14,3,54,25,39,45,95,93,30,30
Linfield College-McMinnville Campus,2139,1972,449,85,40,480,600,21,26,0,92,36310,48182,48182,Oregon,Far West,Private,Distant Town,1671,1630,41,2,9,60,59,66,68,99,99,28,27
Lipscomb University,3467,1827,684,25,90,520,650,22,28,0,53,26094,40448,40448,Tennessee,Southeast,Private,Large City,2890,2590,300,8,5,60,44,60,64,100,100,26,26
LIU Brooklyn,5695,4949,879,86,9,400,500,17,22,14,87,34120,50514,50514,New York,Mid East,Private,Large City,5006,4195,811,32,16,70,8,16,24,97,97,71,71
LIU Post,6001,4841,659,84,19,440,520,19,23,3,81,34070,50934,50934,New York,Mid East,Private,Large Suburb,7983,3661,4322,7,12,58,22,34,39,96,96,38,38
Livingstone College,3270,2329,395,58,35,320,410,13,16,0,71,16024,25920,25920,North Carolina,Southeast,Private,Midsize Suburb,1175,1164,11,91,1,44,11,17,20,98,89,86,86
Lock Haven University,3744,3286,1052,97,13,410,510,17,23,80,88,8899,21874,29998,Pennsylvania,Mid East,Public,Distant Town,4855,4519,336,8,2,57,28,45,48,91,58,41,41
Longwood University,4055,3299,1111,95,24,460,550,19,23,0,81,11340,23724,36594,Virginia,Southeast,Public,Remote Town,4497,4123,374,8,5,66,42,62,63,69,47,24,23
Loras College,1873,1293,414,2,98,435,575,21,26,2,69,28852,39077,39077,Iowa,Plains,Private,Small City,1554,1484,70,2,6,48,48,60,61,100,100,26,25
Louisiana College,904,671,266,3,93,410,460,18,23,18,74,14120,23390,23390,Louisiana,Southeast,Private,Small Suburb,1116,1035,81,22,2,48,29,40,43,96,96,45,41
Louisiana State University and Agricultural & Mechanical College,16169,12326,5725,11,89,500,620,23,28,0,76,7873,23227,41144,Louisiana,Southeast,Public,Fringe Rural,24923,22811,2112,11,5,52,38,62,67,93,88,23,23
Louisiana State University-Shreveport,539,450,345,2,98,440,510,20,24,0,83,5606,,,Louisiana,Southeast,Public,Midsize City,3674,2097,1577,20,4,59,15,27,33,94,90,35,35
Louisiana Tech University,5077,3424,1552,4,93,450,590,21,26,83,67,7302,18927,30066,Louisiana,Southeast,Public,Distant Town,9245,6585,2660,13,1,47,29,45,50,94,91,32,32
Loyola Marymount University,11472,6209,1341,79,44,540,640,25,29,0,54,40265,57379,57379,California,Far West,Private,Large City,6205,5935,270,6,22,57,67,74,76,90,84,20,20
Loyola University Chicago,14355,13121,2512,23,86,520,630,24,29,0,91,35573,51273,51273,Illinois,Great Lakes,Private,Large City,10168,9339,829,4,13,64,60,70,71,96,95,29,28
Loyola University Maryland,13604,7891,1096,62,22,540,627,25,29,0,58,43250,58578,58578,Maryland,Mid East,Private,Large City,4004,3951,53,5,9,59,79,84,84,81,66,16,15
Loyola University New Orleans,4827,4203,624,45,58,520,640,22,28,0,87,36860,51760,51760,Louisiana,Southeast,Private,Large City,2946,2741,205,16,16,59,44,53,55,98,97,35,35
Lubbock Christian University,783,743,255,33,67,440,560,19,24,0,95,18740,30966,30966,Texas,Southwest,Private,Midsize City,1531,1258,273,6,21,61,30,39,41,99,96,37,37
Luther College,3490,2517,628,11,91,433,610,23,29,0,72,37530,48435,48435,Iowa,Plains,Private,Remote Town,2466,2413,53,2,3,57,67,75,76,100,100,18,18
Lycoming College,1737,1244,347,92,14,460,570,21,26,0,72,33746,46707,46707,Pennsylvania,Mid East,Private,Small City,1307,1290,17,5,3,56,54,60,64,100,100,34,34
Lynchburg College,5695,3627,512,92,29,450,550,19,24,0,64,33565,44695,44695,Virginia,Southeast,Private,Small City,2178,2089,89,11,4,60,46,54,56,100,99,34,33
Lyndon State College,1354,1345,365,83,11,410,520,18,21,35,99,10286,21744,32400,Vermont,New England,Public,Remote Town,1415,1257,158,3,4,44,18,31,34,96,79,47,47
Lynn University,2697,2093,456,70,32,410,520,18,22,0,78,33600,49535,49535,Florida,Southeast,Private,Small City,1785,1634,151,10,12,47,33,39,41,79,79,19,19
Lyon College,1309,772,174,9,95,470,600,22,28,0,59,23594,34154,34154,Arkansas,Southeast,Private,Remote Town,592,562,30,4,5,54,43,45,50,100,100,42,42
Macalester College,6683,2283,555,59,56,620,740,29,32,0,34,45388,57478,57478,Minnesota,Plains,Private,Large City,2039,2011,28,3,6,61,85,87,87,81,78,17,17
MacMurray College,1027,769,120,8,98,360,470,19,22,0,75,22400,32550,32550,Illinois,Great Lakes,Private,Distant Town,571,517,54,13,4,56,28,37,38,100,100,66,66
Madonna University,1089,667,191,4,92,480,630,19,25,25,61,16340,27944,27944,Michigan,Great Lakes,Private,Small City,3352,1678,1674,12,4,67,31,36,40,92,86,34,34
Maine Maritime Academy,791,517,225,95,13,440,550,20,24,6,65,11950,24098,34918,Maine,New England,Public,Distant Rural,994,979,15,1,1,13,53,72,74,72,60,22,22
Malone University,1333,957,316,21,92,460,558,19,26,0,72,25678,37934,37934,Ohio,Great Lakes,Private,Small City,1656,1453,203,7,3,57,46,58,59,100,100,45,44
Manchester University,2195,1562,359,85,49,440,560,19,25,2,71,27920,39742,39742,Indiana,Great Lakes,Private,Distant Town,1199,1182,17,4,5,53,40,48,48,100,100,37,37
Manhattan College,7268,4809,757,84,15,480,580,23,27,0,66,35725,52005,52005,New York,Mid East,Private,Large City,3403,3195,208,4,18,44,60,72,74,92,91,31,31
Mansfield University of Pennsylvania,2023,1867,629,97,14,420,530,19,23,24,92,9192,22434,32558,Pennsylvania,Mid East,Public,Distant Town,2717,2453,264,8,3,59,35,48,51,94,69,48,47
Maranatha Baptist University,417,298,210,13,89,455,585,20,26,13,71,13120,24712,24712,Wisconsin,Great Lakes,Private,Fringe Town,946,689,257,2,2,54,28,39,46,81,69,50,50
Marian University,2064,1196,338,80,60,460,550,19,25,47,58,28400,41219,41219,Indiana,Great Lakes,Private,Large City,2203,1679,524,13,4,64,28,49,52,99,99,42,42
Marquette University,23432,13462,1990,16,90,520,630,25,29,0,57,34640,48669,48669,Wisconsin,Great Lakes,Private,Large City,8365,8046,319,5,9,52,57,77,78,100,100,17,17
Mars Hill University,2899,1869,419,74,49,410,510,17,23,0,64,25636,38224,38224,North Carolina,Southeast,Private,Large Suburb,1426,1319,107,19,3,50,26,38,38,99,99,58,58
Marshall University,2866,2255,1858,18,92,450,550,20,24,99,79,6216,18916,27146,West Virginia,Southeast,Public,Small City,9756,8268,1488,6,2,56,23,40,45,94,85,50,47
Mary Baldwin College,3089,2729,218,74,21,430,550,18,25,0,88,28720,40420,40420,Virginia,Southeast,Private,Small City,1441,1037,404,24,6,94,39,39,39,100,100,58,57
Marymount Manhattan College,4147,3095,399,84,28,480,590,21,26,13,75,26640,48740,48740,New York,Mid East,Private,Large City,1833,1593,240,10,16,77,37,43,44,92,89,30,30
Marymount University,2082,1718,400,88,32,470,570,20,24,0,83,26430,41160,41160,Virginia,Southeast,Private,Midsize City,2396,2141,255,15,15,68,44,56,58,95,95,29,29
Maryville College,2196,1594,349,28,84,450,550,21,26,0,73,31132,44472,44472,Tennessee,Southeast,Private,Large Suburb,1168,1132,36,7,3,56,47,56,56,100,100,48,48
Maryville University of Saint Louis,1595,1214,409,7,92,470,610,23,27,0,76,25002,41918,41918,Missouri,Plains,Private,Large Suburb,2829,1786,1043,8,2,71,51,65,67,99,98,27,27
Massachusetts College of Liberal Arts,1689,1135,313,89,8,480,580,20,25,0,67,8525,21363,30308,Massachusetts,New England,Public,Fringe Town,1538,1353,185,9,6,60,38,54,57,97,78,48,48
Massachusetts Institute of Technology,18989,1548,1115,85,40,680,770,33,35,0,8,43498,59020,59020,Massachusetts,New England,Private,Midsize City,4528,4499,29,5,16,45,84,91,93,87,56,18,16
Massachusetts Maritime Academy,787,608,300,96,18,460,550,20,24,0,77,7127,22073,36979,Massachusetts,New England,Public,Midsize Suburb,1376,1333,43,2,1,12,49,64,67,89,53,19,19
McDaniel College,2942,2232,453,83,23,500,600,21,27,0,76,36960,48300,48300,Maryland,Mid East,Private,Small Suburb,1692,1660,32,12,6,53,64,72,72,99,99,32,32
McKendree University,1617,1017,387,7,93,450,520,20,25,6,63,26050,38290,38290,Illinois,Great Lakes,Private,Large Suburb,2358,1776,582,15,4,56,32,47,48,100,100,34,34
McMurry University,1396,827,250,71,55,420,540,18,24,0,59,24296,36421,36421,Texas,Southwest,Private,Midsize City,1212,1032,180,16,21,49,25,36,38,99,99,51,50
McNeese State University,3624,2229,1313,5,95,450,550,20,24,142,62,5701,17759,28661,Louisiana,Southeast,Public,Small City,7575,5973,1602,18,2,62,13,31,37,95,89,39,39
McPherson College,642,556,170,14,87,475,540,19,24,0,87,22891,35477,35477,Kansas,Plains,Private,Remote Town,637,602,35,14,9,41,43,48,49,95,95,45,44
Menlo College,4100,1519,139,87,31,432,532,19,25,0,37,37100,53834,53834,California,Far West,Private,Large Suburb,745,712,33,6,21,38,28,39,41,98,98,33,33
Mercer University,3864,2666,728,61,38,540,630,23,28,0,69,33120,48212,48212,Georgia,Southeast,Private,Small City,4419,3659,760,33,4,63,44,58,59,100,99,33,33
Mercyhurst University,2938,2214,600,75,40,470,580,21,26,0,75,30300,44838,44838,Pennsylvania,Mid East,Private,Midsize City,2680,2552,128,4,2,56,54,59,60,100,100,30,30
Meredith College,1762,1098,415,68,31,460,570,20,25,0,62,30562,41878,41878,North Carolina,Southeast,Private,Large City,1571,1490,81,11,3,100,50,61,62,100,100,37,35
Messiah College,2836,1869,648,93,27,520,620,23,29,0,66,30470,42990,42990,Pennsylvania,Mid East,Private,Large Suburb,2772,2701,71,2,3,61,71,75,76,100,100,23,22
Methodist University,4079,2497,452,77,9,420,520,18,23,6,61,27830,47311,47311,North Carolina,Southeast,Private,Midsize City,2243,1962,281,20,7,46,18,40,43,99,98,48,41
Metropolitan State University of Denver,5867,4175,1991,3,86,460,590,18,23,0,71,5744,,,Colorado,Rocky Mountains,Public,Large City,22289,13202,9087,6,21,54,6,17,26,68,50,40,40
Miami University-Oxford,22520,15034,3644,32,85,540,650,25,30,193,67,13800,29701,45491,Ohio,Great Lakes,Public,Fringe Town,15462,15001,461,4,3,52,68,79,81,77,72,15,13
Michigan State University,31479,21610,8061,15,82,420,580,23,28,0,69,12862,24648,45536,Michigan,Great Lakes,Public,Small City,37985,34838,3147,7,4,50,50,74,78,63,43,22,21
Michigan Technological University,4520,3462,1153,9,95,520,650,24,29,1,77,13728,26375,41255,Michigan,Great Lakes,Public,Remote Town,5617,5198,419,1,2,25,24,58,66,97,94,29,28
MidAmerica Nazarene University,1012,731,198,7,93,420,540,19,21,19,72,22290,33687,33687,Kansas,Plains,Private,Large Suburb,1438,1131,307,11,5,61,41,55,55,99,97,43,43
Mid-Atlantic Christian University,168,69,37,74,26,340,530,14,20,1,41,12160,25090,25090,North Carolina,Southeast,Private,Distant Town,162,129,33,25,4,52,30,50,60,100,100,58,58
Mid-Continent University,458,322,201,2,70,350,500,15,24,293,70,8673,26041,26041,Kentucky,Southeast,Private,Fringe Rural,2154,1822,332,14,2,65,5,14,15,95,94,83,83
Middle Tennessee State University,9845,6888,3276,7,93,450,580,19,24,0,70,7546,20818,36274,Tennessee,Southeast,Public,Midsize City,21162,17381,3781,20,4,53,16,38,46,99,94,52,51
Middlebury College,8847,1518,598,73,41,630,740,31,33,0,17,45314,59470,59470,Vermont,New England,Private,Distant Town,2495,2477,18,3,7,51,87,93,94,45,42,12,12
Midway College,446,240,115,11,89,490,610,19,25,87,54,22150,37650,37650,Kentucky,Southeast,Private,Distant Rural,1247,731,516,6,4,81,34,43,48,100,100,54,54
Midwestern State University,3023,2170,847,71,59,440,540,19,23,48,72,7665,17904,19854,Texas,Southwest,Public,Midsize City,5193,3861,1332,15,15,58,17,37,44,90,73,40,40
Millersville University of Pennsylvania,5455,3920,1299,96,14,460,550,19,24,2,72,8866,21309,31433,Pennsylvania,Mid East,Public,Large Suburb,7388,6584,804,9,7,55,37,58,61,86,51,33,33
Milligan College,612,418,206,27,85,480,583,22,26,0,68,27916,38266,38266,Tennessee,Southeast,Private,Midsize Suburb,973,884,89,5,4,62,52,52,52,98,98,32,32
Millikin University,3906,2153,451,6,96,490,570,21,26,0,55,28644,40694,40694,Illinois,Great Lakes,Private,Small City,2153,2044,109,12,6,59,48,59,60,100,100,39,39
Mills College,1827,1242,217,86,36,540,640,23,28,0,68,41494,56812,56812,California,Far West,Private,Large City,985,922,63,6,22,100,53,61,62,100,99,42,42
Millsaps College,1901,902,171,21,87,498,630,23,28,0,47,32520,46680,46680,Mississippi,Southeast,Private,Midsize City,744,730,14,10,3,48,59,63,63,100,100,23,23
Milwaukee School of Engineering,2167,1482,544,6,87,540,640,25,30,0,68,34470,46220,46220,Wisconsin,Great Lakes,Private,Large City,2459,2284,175,3,5,23,39,53,56,97,97,27,27
Minnesota State University-Moorhead,3562,3174,989,5,90,450,560,20,25,16,89,7816,19000,25898,Minnesota,Plains,Public,Midsize Suburb,6163,5109,1054,3,3,60,22,40,46,86,62,31,31
Minot State University,959,543,397,10,85,428,500,19,24,1,57,6086,16196,16196,North Dakota,Plains,Public,Remote Town,3254,2151,1103,4,4,61,14,32,37,91,85,22,22
Misericordia University,2125,1379,435,83,16,470,560,20,26,0,65,28210,41940,41940,Pennsylvania,Mid East,Private,Large Suburb,2417,1790,627,1,3,68,64,68,69,100,100,25,25
Mississippi College,1936,1303,598,14,94,458,593,21,27,0,67,14868,27611,27611,Mississippi,Southeast,Private,Large Suburb,2905,2589,316,22,2,59,35,50,53,99,99,32,31
Mississippi State University,11191,7254,3156,16,84,480,620,20,28,0,65,6772,21670,31858,Mississippi,Southeast,Public,Remote Town,16399,15048,1351,21,2,48,31,55,61,93,89,33,32
Mississippi University for Women,1274,554,184,8,92,440,480,18,24,47,43,5640,16823,26543,Mississippi,Southeast,Public,Remote Town,2429,1945,484,38,1,82,22,35,39,99,98,58,58
Missouri Baptist University,840,512,265,11,89,410,500,19,24,6,61,21790,33313,33313,Missouri,Plains,Private,Large Suburb,3950,1417,2533,5,2,59,27,41,43,100,99,44,44
Missouri State University-Springfield,7482,6367,2751,5,95,470,600,21,26,0,85,6908,19251,25731,Missouri,Plains,Public,Midsize City,18027,13805,4222,4,3,57,30,50,53,89,71,36,36
Missouri University of Science and Technology,3322,2729,1262,8,95,540,670,25,31,0,82,9510,21798,36963,Missouri,Plains,Public,Remote Town,6145,5472,673,4,2,23,25,56,63,97,94,24,24
Missouri Valley College,2164,480,415,12,87,390,440,18,21,2,22,18300,30000,30000,Missouri,Plains,Private,Remote Town,1656,1364,292,18,5,45,15,22,25,100,100,63,63
Molloy College,3242,2356,501,90,29,480,560,20,25,43,73,25710,43718,43718,New York,Mid East,Private,Large Suburb,3375,2693,682,13,14,74,39,62,66,97,93,36,30
Monmouth College,2973,1912,392,1,95,490,540,20,25,0,64,31500,42050,42050,Illinois,Great Lakes,Private,Remote Town,1255,1244,11,13,11,55,57,58,58,100,100,52,52
Monmouth University,5537,4314,906,90,9,480,560,22,25,7,78,31018,46152,46152,New Jersey,Mid East,Private,Large Suburb,4607,4304,303,5,9,59,42,59,61,100,98,26,25
Montana State University,12581,10630,2914,38,71,500,630,21,27,28,84,6752,19452,33417,Montana,Rocky Mountains,Public,Remote Town,13174,11012,2162,1,3,45,20,41,49,87,79,25,25
Montana State University-Northern,376,376,200,8,65,385,490,17,22,115,100,5480,17380,29212,Montana,Rocky Mountains,Public,Remote Town,1250,917,333,1,2,50,15,24,29,88,82,54,49
Montana Tech of the University of Montana,586,521,262,30,80,500,620,21,27,39,89,6464,18724,30866,Montana,Rocky Mountains,Public,Remote Town,1844,1661,183,1,1,33,20,42,48,89,78,30,30
Montreat College,700,380,109,73,47,400,550,17,23,35,54,23520,35690,35690,North Carolina,Southeast,Private,Large Suburb,743,462,281,19,3,57,26,37,39,100,100,43,43
Morehead State University,5230,4419,1649,5,98,420,545,19,25,180,84,7498,18851,30099,Kentucky,Southeast,Public,Remote Town,10076,6209,3867,3,1,61,22,39,45,99,97,52,52
Morehouse College,2690,1798,488,67,52,450,550,18,23,0,67,25468,47345,47345,Georgia,Southeast,Private,Large City,2170,2006,164,96,0,0,39,51,54,94,84,52,51
Morgan State University,4801,2764,899,84,14,410,490,16,19,0,58,7218,22269,31683,Maryland,Mid East,Public,Large City,6252,5504,748,84,3,55,11,26,34,95,78,62,60
Morrisville State College,4049,2388,858,89,23,420,500,17,21,438,59,7412,23352,32802,New York,Mid East,Public,Distant Rural,3028,2668,360,18,7,48,21,25,25,94,85,65,65
Mount Aloysius College,1546,1063,379,82,23,400,490,18,22,187,69,20268,34598,34598,Pennsylvania,Mid East,Private,Fringe Town,1781,1248,533,2,1,72,18,27,29,100,100,50,50
Mount Ida College,2371,1438,307,89,11,400,490,15,20,41,61,29377,44945,44945,Massachusetts,New England,Private,Small City,1268,1167,101,12,11,66,29,37,39,98,97,48,48
Mount Mary University,478,258,115,7,97,468,575,17,23,0,54,25098,37512,37512,Wisconsin,Great Lakes,Private,Large City,926,685,241,21,14,98,21,35,41,100,100,62,62
Mount Olive College,2117,1054,333,62,11,400,490,17,20,205,50,17300,27850,27850,North Carolina,Southeast,Private,Fringe Town,3414,1386,2028,33,4,67,26,35,37,100,98,40,40
Mount Saint Mary College,3551,3054,449,92,24,450,540,20,24,0,86,26250,42290,42290,New York,Mid East,Private,Large Suburb,2203,1742,461,7,12,70,41,50,52,99,99,32,32
Mount St Mary's College,2316,1716,559,91,35,420,510,16,22,159,74,33852,51100,51100,California,Far West,Private,Large City,2625,2092,533,7,58,94,52,64,66,100,100,70,70
Mount St Mary's University,4943,3332,429,81,19,500,600,17,23,0,67,34644,48858,48858,Maryland,Mid East,Private,Fringe Town,1741,1650,91,10,9,55,61,65,66,100,100,21,20
Mount Vernon Nazarene University,1279,812,302,14,99,480,620,20,26,2,63,23690,35020,35020,Ohio,Great Lakes,Private,Distant Town,1829,1450,379,5,2,64,49,59,60,100,97,37,37
Muhlenberg College,5152,2378,579,70,23,570,670,25,31,0,46,42755,55370,55370,Pennsylvania,Mid East,Private,Midsize City,2448,2323,125,3,5,59,81,85,86,91,88,9,9
